event_type,event_place,event_time
Fitness,Alfred E. Smith Recreation Center,13:00
Fitness,Alfred E. Smith Recreation Center,09:00
Fitness,Alfred E. Smith Recreation Center,08:00
Fitness,Alfred E. Smith Recreation Center,09:00
Arts & Crafts,Alfred E. Smith Recreation Center,09:00
Best for Kids,Alfred E. Smith Recreation Center,11:00
Arts & Crafts,Alfred E. Smith Recreation Center,09:30
Arts & Crafts,Alfred E. Smith Recreation Center,09:00
Accessible,Alfred E. Smith Recreation Center,09:00
Accessible,Alfred E. Smith Recreation Center,19:00
Accessible,Alice Austen House Museum,10:00
Accessible,Alice Austen House Museum,19:00
Accessible,Alice Austen House Museum,18:45
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,10:00
Accessible,Alice Austen House Museum,18:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,12:30
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,07:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,12:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Accessible,Alice Austen House Museum,14:45
Accessible,Alice Austen House Museum,09:30
Accessible,Alice Austen House Museum,09:30
Accessible,Alice Austen House Museum,20:00
Accessible,Alice Austen House Museum,14:30
Accessible,Alice Austen House Museum,15:00
Arts & Crafts,Alice Austen House Museum,10:00
Arts & Crafts,Alice Austen House Museum,12:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,07:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,08:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,08:00
Art,Alice Austen House Museum,07:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,08:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,19:00
Art,Alice Austen House Museum,13:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,18:00
Art,Alice Austen House Museum,08:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,18:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,06:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,07:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,13:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,13:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,18:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,09:00
Art,Alice Austen House Museum,10:00
Art,Alice Austen House Museum,11:00
Art,Alice Austen House Museum,10:30
Art,Alice Austen House Museum,14:00
Art,Alice Austen House Museum,14:30
Art,Alice Austen House Museum,08:00
Art,Alice Austen House Museum,09:00
Arts & Crafts,Alice Austen House Museum,09:00
Arts & Crafts,Alice Austen House Museum,10:00
Arts & Crafts,Alice Austen House Museum,09:00
Arts & Crafts,Alice Austen House Museum,15:00
Arts & Crafts,Alice Austen House Museum,14:00
Arts & Crafts,Alice Austen House Museum,11:00
Arts & Crafts,Alice Austen House Museum,19:15
Arts & Crafts,Alice Austen House Museum,13:00
Arts & Crafts,Alice Austen House Museum,11:00
Arts & Crafts,Alice Austen House Museum,11:00
Arts & Crafts,Alice Austen House Museum,12:00
Arts & Crafts,Alice Austen House Museum,13:30
Arts & Crafts,Alice Austen House Museum,10:00
Arts & Crafts,Alice Austen House Museum,13:00
Arts & Crafts,Alice Austen House Museum,10:00
Arts & Crafts,Alice Austen House Museum,13:00
Arts & Crafts,Alice Austen House Museum,14:00
Arts & Crafts,Alice Austen House Museum,10:00
Arts & Crafts,Alice Austen House Museum,15:00
Arts & Crafts,Alice Austen House Museum,10:00
Education,Alice Austen House Museum,11:00
Education,Alice Austen House Museum,11:00
Education,Alice Austen House Museum,18:30
Education,Alice Austen House Museum,10:00
Education,Alice Austen House Museum,13:00
Education,Alice Austen House Museum,11:00
Education,Alice Austen House Museum,11:00
Fitness,Alice Austen House Museum,18:00
Fitness,Alice Austen House Museum,10:00
Education,Alice Austen House Museum,10:00
Education,Alice Austen House Museum,14:00
Education,Alice Austen House Museum,15:00
Education,Alice Austen House Museum,10:30
Education,Alice Austen House Museum,18:30
Education,Alice Austen House Museum,18:00
Education,Alice Austen House Museum,16:00
Education,Alice Austen House Museum,11:00
Education,Alice Austen House Museum,13:00
Education,Alice Austen House Museum,18:00
Education,Alice Austen House Museum,11:00
Education,Alice Austen House Museum,18:00
Education,Alice Austen House Museum,11:00
Education,Alice Austen House Museum,17:00
Fitness,Alley Athletic,09:00
Fitness,Alley Athletic,09:00
Fitness,Alley Athletic,11:00
Fitness,Alley Athletic,18:30
Fitness,Alley Athletic,09:00
Fitness,Alley Athletic,19:00
Fitness,Alley Athletic,18:00
Fitness,Alley Athletic,09:00
Fitness,Alley Athletic,10:00
Fitness,Alley Athletic,10:00
Fitness,Alley Athletic,19:00
Fitness,Alley Athletic,09:00
Fitness,Alley Athletic,07:30
Fitness,Alley Athletic,07:30
Fitness,Alley Athletic,11:00
Fitness,Alley Athletic,13:00
Fitness,Alley Athletic,11:30
Fitness,Alley Athletic,07:00
Education,Alley Pond Environmental Center,11:00
Education,Alley Pond Environmental Center,11:00
Education,Alley Pond Environmental Center,11:00
Education,Alley Pond Environmental Center,10:00
Education,Alley Pond Environmental Center,12:00
Education,Alley Pond Environmental Center,14:00
Best for Kids,Alley Pond Environmental Center,15:00
Best for Kids,Alley Pond Environmental Center,11:00
Arts & Crafts,Alley Pond Environmental Center,12:00
Nature,Alley Pond Golf Center,12:00
Nature,Alley Pond Park,13:00
Nature,Alley Pond Park,10:00
Nature,Alley Pond Park,13:00
Nature,Alley Pond Park,14:00
Nature,Alley Pond Park,14:00
Nature,Alley Pond Park,18:00
Nature,Alley Pond Park,11:00
Nature,Alley Pond Park,12:00
Nature,Alley Pond Park,09:00
Best for Kids,Alley Pond Park,11:00
Education,Alley Pond Park,11:00
Education,Alley Pond Park Adventure Center,12:00
Education,Alley Pond Park Adventure Center,11:00
Best for Kids,Alley Pond Park Adventure Center,10:00
Education,Alley Pond Park Adventure Center,09:00
Education,Alley Pond Park Adventure Center,09:00
Education,Alley Pond Park Adventure Center,18:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,14:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,13:00
Education,Alley Pond Park Adventure Center,15:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,12:00
Education,Alley Pond Park Adventure Center,19:30
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,16:00
Education,Alley Pond Park Adventure Center,13:00
Education,Alley Pond Park Adventure Center,09:00
Education,Alley Pond Park Adventure Center,13:00
Education,Alley Pond Park Adventure Center,17:30
Best for Kids,Alley Pond Park Adventure Center,14:45
Best for Kids,Alley Pond Park Adventure Center,15:00
Best for Kids,Alley Pond Park Adventure Center,12:00
Best for Kids,Alley Pond Park Adventure Center,14:00
Nature,Alley Pond Park Adventure Center,11:00
Nature,Alley Pond Park Adventure Center,10:00
Nature,Alley Pond Park Adventure Center,09:00
Nature,Alley Pond Park Adventure Center,13:00
Nature,Alley Pond Park Adventure Center,11:00
Nature,Alley Pond Park Adventure Center,11:00
Nature,Alley Pond Park Adventure Center,18:00
Nature,Alley Pond Park Adventure Center,09:00
Nature,Alley Pond Park Adventure Center,10:00
Fitness,Alley Pond Park Adventure Center,18:45
Fitness,Alley Pond Park Adventure Center,09:00
Nature,Alley Pond Park Adventure Center,14:00
Nature,Alley Pond Park Adventure Center,10:00
Nature,Alley Pond Park Adventure Center,15:30
Nature,Alley Pond Park Adventure Center,10:30
Nature,Alley Pond Park Adventure Center,11:00
Nature,Alley Pond Park Adventure Center,10:00
Education,Alley Pond Park Adventure Center,13:30
Education,Alley Pond Park Adventure Center,11:45
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,19:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,15:30
Education,Alley Pond Park Adventure Center,09:00
Education,Alley Pond Park Adventure Center,07:30
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,16:30
Education,Alley Pond Park Adventure Center,13:00
Education,Alley Pond Park Adventure Center,12:00
Education,Alley Pond Park Adventure Center,10:30
Education,Alley Pond Park Adventure Center,12:00
Education,Alley Pond Park Adventure Center,11:00
Education,Alley Pond Park Adventure Center,17:30
Education,Alley Pond Park Adventure Center,18:00
Education,Alley Pond Park Adventure Center,09:00
Fitness,Alley Pond Park Adventure Center,07:00
Fitness,Alley Pond Park Adventure Center,11:30
Fitness,Alley Pond Park Adventure Center,11:00
Fitness,Alley Pond Park Adventure Center,09:00
Fitness,Alley Pond Park Adventure Center,11:30
Fitness,Alley Pond Park Adventure Center,18:30
Fitness,Alley Pond Park Adventure Center,09:00
Fitness,Alley Pond Park Adventure Center,07:30
Fitness,Alley Pond Park Adventure Center,08:30
Fitness,Alley Pond Park Adventure Center,18:30
Fitness,Alley Pond Park Adventure Center,09:00
Fitness,Alley Pond Park Adventure Center,19:00
Fitness,Alley Pond Park Adventure Center,07:30
Fitness,Alley Pond Park Adventure Center,08:30
Fitness,Alley Pond Park Adventure Center,08:00
Education,Alley Pond Park Environmental Center,14:00
Nature,Almeda Avenue & Beach 58th St.,08:00
Nature,American Veterans Memorial Pier,12:00
Nature,American Veterans Memorial Pier,18:00
Nature,American Veterans Memorial Pier,14:00
Nature,Ample Hills,10:00
Nature,Anne Loftus Playground,10:00
Fitness,Anne Loftus Playground,10:00
Education,Anne Loftus Playground,13:00
Education,Anne Loftus Playground,14:30
Fitness,Anne Loftus Playground,10:00
Fitness,Anne Loftus Playground,11:45
Education,Anne Loftus Playground,10:00
Education,Anne Loftus Playground,07:00
Fitness,Anne Loftus Playground,16:00
Fitness,Anne Loftus Playground,11:30
Arts & Crafts,Anne Loftus Playground,11:00
Arts & Crafts,Anne Loftus Playground,10:00
Best for Kids,Anne Loftus Playground,14:00
Best for Kids,Anne Loftus Playground,14:00
Education,Anne Loftus Playground,10:00
Education,Anne Loftus Playground,11:00
Art,Anne Loftus Playground,09:00
Arts & Crafts,Anne Loftus Playground,14:30
Arts & Crafts,Anne Loftus Playground,15:30
Nature,Arch at Grand Army Plaza,11:00
Accessible,ARROW Field House,10:30
Accessible,ARROW Field House,10:00
Accessible,ARROW Field House,09:00
Accessible,Arsenal,15:00
Accessible,Arsenal,08:00
Accessible,Arsenal,10:00
Accessible,Arsenal,09:00
Accessible,Arsenal,10:00
Accessible,Arsenal,13:00
Accessible,Arsenal,17:00
Accessible,Arsenal,09:00
Accessible,Arsenal,11:00
Accessible,Arsenal,18:00
Accessible,Arsenal,12:00
Accessible,Arsenal,13:00
Accessible,Arsenal,11:15
Accessible,Arsenal,19:00
Accessible,Arsenal,19:00
Accessible,Arsenal,13:00
Accessible,Arsenal,18:30
Accessible,Arsenal,09:30
Accessible,Arsenal,13:30
Accessible,Arsenal,17:00
Accessible,Arsenal,13:00
Accessible,Arsenal,19:30
Accessible,Arsenal,11:00
Accessible,Arsenal,19:30
Accessible,Arsenal,13:30
Accessible,Arsenal,09:00
Accessible,Arsenal,11:00
Accessible,Arsenal,14:30
Accessible,Arsenal,12:00
Accessible,Arsenal,10:30
Accessible,Arsenal,18:30
Accessible,Arsenal,09:00
Accessible,Arsenal,10:00
Accessible,Arsenal,16:00
Accessible,Arsenal,13:00
Accessible,Arsenal,14:00
Accessible,Arsenal,09:00
Accessible,Arsenal,14:00
Accessible,Arsenal,19:00
Accessible,Arsenal,18:00
Accessible,Arsenal,18:00
Accessible,Arsenal,09:00
Accessible,Arsenal,09:00
Accessible,Arsenal,10:00
Accessible,Arsenal,10:00
Accessible,Arsenal,14:00
Accessible,Arsenal,09:30
Accessible,Arsenal,20:00
Accessible,Arsenal,19:30
Accessible,Arsenal,09:00
Accessible,Arsenal,09:00
Accessible,Arsenal,11:30
Accessible,Arsenal,13:00
Accessible,Arsenal,14:30
Accessible,Arsenal,19:30
Accessible,Arsenal,14:00
Accessible,Arsenal,13:00
Accessible,Arsenal,19:30
Accessible,Arsenal,15:00
Accessible,Arsenal,18:30
Accessible,Arsenal,19:00
Accessible,Arsenal,11:30
Accessible,Arsenal,11:00
Accessible,Arsenal,08:00
Accessible,Arsenal,20:00
Accessible,Arsenal,18:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,10:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,19:00
Art,Arsenal,10:00
Art,Arsenal,11:00
Art,Arsenal,11:00
Art,Arsenal,18:30
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,18:00
Art,Arsenal,18:30
Art,Arsenal,08:30
Art,Arsenal,11:00
Art,Arsenal,08:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,15:00
Art,Arsenal,12:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,14:00
Art,Arsenal,07:00
Art,Arsenal,10:00
Art,Arsenal,12:00
Art,Arsenal,12:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,08:00
Art,Arsenal,13:00
Art,Arsenal,14:00
Art,Arsenal,12:00
Art,Arsenal,11:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Accessible,Arsenal,19:30
Accessible,Arsenal,19:30
Accessible,Arsenal,09:30
Art,Arsenal,11:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,15:00
Art,Arsenal,08:00
Accessible,Arsenal,14:00
Accessible,Arsenal,14:30
Accessible,Arsenal,13:45
Arts & Crafts,Arsenal,11:30
Art,Arsenal,14:30
Art,Arsenal,13:30
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,11:00
Art,Arsenal,08:00
Art,Arsenal,13:00
Art,Arsenal,08:00
Art,Arsenal,11:00
Art,Arsenal,18:00
Art,Arsenal,09:00
Arts & Crafts,Arsenal,11:00
Arts & Crafts,Arsenal,14:00
Art,Arsenal,14:30
Art,Arsenal,08:00
Art,Arsenal,14:30
Art,Arsenal,18:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Art,Arsenal,12:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Art,Arsenal,10:00
Art,Arsenal,14:00
Art,Arsenal,14:30
Art,Arsenal,10:00
Art,Arsenal,11:00
Art,Arsenal,14:00
Art,Arsenal,08:00
Art,Arsenal,10:00
Art,Arsenal,14:00
Art,Arsenal,10:30
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,08:00
Art,Arsenal,14:30
Art,Arsenal,10:00
Art,Arsenal,08:00
Art,Arsenal,12:30
Art,Arsenal,14:00
Art,Arsenal,14:30
Art,Arsenal,09:00
Art,Arsenal,13:00
Art,Arsenal,09:00
Art,Arsenal,12:00
Art,Arsenal,08:00
Art,Arsenal,14:30
Art,Arsenal,08:30
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,11:30
Art,Arsenal,07:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,19:00
Art,Arsenal,15:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,12:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,07:00
Art,Arsenal,19:00
Art,Arsenal,09:00
Art,Arsenal,15:00
Art,Arsenal,19:00
Art,Arsenal,07:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,13:00
Art,Arsenal,11:00
Art,Arsenal,14:30
Art,Arsenal,06:00
Art,Arsenal,07:00
Art,Arsenal,10:00
Art,Arsenal,13:30
Art,Arsenal,15:00
Art,Arsenal,15:00
Art,Arsenal,10:00
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,08:00
Art,Arsenal,18:30
Art,Arsenal,14:00
Art,Arsenal,09:00
Art,Arsenal,08:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,14:30
Art,Arsenal,08:00
Art,Arsenal,10:00
Art,Arsenal,08:00
Art,Arsenal,08:00
Art,Arsenal,11:00
Art,Arsenal,09:00
Art,Arsenal,17:00
Art,Arsenal,10:00
Art,Arsenal,14:30
Art,Arsenal,13:30
Art,Arsenal,15:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,13:00
Art,Arsenal,14:00
Art,Arsenal,14:30
Art,Arsenal,13:00
Art,Arsenal,12:00
Art,Arsenal,10:00
Art,Arsenal,20:00
Art,Arsenal,14:30
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,19:30
Art,Arsenal,08:30
Art,Arsenal,20:00
Art,Arsenal,07:00
Art,Arsenal,10:00
Art,Arsenal,10:00
Art,Arsenal,14:00
Art,Arsenal,11:00
Art,Arsenal,14:00
Art,Arsenal,12:00
Art,Arsenal,08:00
Art,Arsenal,12:00
Art,Arsenal,09:00
Art,Arsenal,14:30
Art,Arsenal,10:00
Art,Arsenal,12:00
Art,Arsenal,14:30
Art,Arsenal,17:00
Art,Arsenal,10:00
Art,Arsenal,11:00
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,10:30
Art,Arsenal,17:30
Art,Arsenal,09:00
Art,Arsenal,10:00
Art,Arsenal,10:00
Art,Arsenal,15:00
Art,Arsenal,07:00
Art,Arsenal,07:00
Art,Arsenal,08:00
Art,Arsenal,07:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,16:00
Art,Arsenal,10:00
Art,Arsenal,12:00
Art,Arsenal,08:30
Art,Arsenal,09:00
Art,Arsenal,08:00
Art,Arsenal,10:30
Art,Arsenal,10:00
Art,Arsenal,12:00
Art,Arsenal,12:00
Art,Arsenal,10:00
Art,Arsenal,14:00
Art,Arsenal,10:00
Art,Arsenal,19:00
Art,Arsenal,10:00
Art,Arsenal,10:00
Art,Arsenal,11:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Art,Arsenal,09:00
Art,Arsenal,14:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,15:00
Art,Arsenal,08:30
Art,Arsenal,14:30
Art,Arsenal,10:00
Art,Arsenal,11:00
Art,Arsenal,19:00
Art,Arsenal,12:00
Art,Arsenal,08:00
Art,Arsenal,14:30
Art,Arsenal,09:00
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,19:00
Art,Arsenal,09:00
Art,Arsenal,10:00
Art,Arsenal,08:00
Art,Arsenal,08:30
Art,Arsenal,09:00
Art,Arsenal,12:00
Art,Arsenal,12:00
Art,Arsenal,13:00
Art,Arsenal,12:00
Art,Arsenal,10:30
Art,Arsenal,10:00
Art,Arsenal,08:00
Art,Arsenal,08:00
Art,Arsenal,14:30
Art,Arsenal,18:30
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,15:00
Art,Arsenal,14:00
Art,Arsenal,08:30
Art,Arsenal,13:00
Art,Arsenal,14:00
Art,Arsenal,08:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Art,Arsenal,13:00
Art,Arsenal,14:00
Art,Arsenal,15:00
Art,Arsenal,10:00
Art,Arsenal,09:00
Art,Arsenal,11:00
Art,Arsenal,14:00
Art,Arsenal,14:00
Art,Arsenal,15:00
Art,Arsenal,09:00
Art,Arsenal,09:00
Art,Arsenal,15:00
Art,Arsenal,09:00
Art,Arsenal,12:00
Art,Arsenal,10:00
Education,Arsenal,10:00
Education,Arsenal,18:30
Education,Arsenal,18:00
Education,Arsenal,11:00
Education,Arsenal,11:00
Education,Arsenal,14:00
Education,Arsenal,12:00
Arts & Crafts,Arsenal,08:00
Arts & Crafts,Arsenal,09:00
Arts & Crafts,Arsenal,10:00
Arts & Crafts,Arsenal,12:00
Arts & Crafts,Arsenal,13:00
Arts & Crafts,Arsenal,10:00
Arts & Crafts,Arsenal,11:00
Arts & Crafts,Arsenal,09:00
Arts & Crafts,Arsenal,10:00
Arts & Crafts,Arsenal,10:00
Arts & Crafts,Arsenal,06:00
Arts & Crafts,Arsenal,15:00
Arts & Crafts,Arsenal,11:00
Arts & Crafts,Arsenal,11:00
Arts & Crafts,Arsenal,15:30
Arts & Crafts,Arsenal,09:00
Arts & Crafts,Arsenal,14:00
Arts & Crafts,Arsenal,10:00
Arts & Crafts,Arsenal,13:00
Arts & Crafts,Arsenal,14:00
Arts & Crafts,Arsenal,18:00
Arts & Crafts,Arsenal,11:30
Arts & Crafts,Arsenal,11:00
Arts & Crafts,Arsenal,15:00
Arts & Crafts,Arsenal,15:30
Nature,Arsenal,12:00
Nature,Arsenal,11:00
Nature,Arsenal,11:00
Nature,Arsenal,12:00
Nature,Arsenal,13:00
Nature,Arsenal,19:00
Nature,Arsenal,08:00
Nature,Arsenal,13:00
Nature,Arsenal,08:30
Nature,Arsenal,11:00
Nature,Arsenal,11:00
Nature,Arsenal,14:00
Nature,Arsenal,10:30
Nature,Arsenal,13:00
Nature,Arsenal,19:00
Nature,Arsenal,12:00
Nature,Arsenal,10:00
Nature,Arsenal,10:00
Nature,Arsenal,12:00
Nature,Arsenal,10:00
Nature,Arsenal,09:45
Nature,Arsenal,14:00
Nature,Arsenal,09:00
Nature,Arsenal,18:30
Nature,Arsenal,11:00
Nature,Arsenal,10:00
Nature,Arsenal,12:00
Nature,Arsenal,11:00
Nature,Arsenal,13:00
Nature,Arsenal,10:30
Nature,Arsenal,08:30
Nature,Arsenal,11:00
Nature,Arsenal,12:00
Nature,Arsenal,08:00
Nature,Arsenal,12:00
Nature,Arsenal,10:00
Nature,Arsenal,10:00
Nature,Arsenal,13:00
Nature,Arsenal,13:00
Nature,Arsenal,11:00
Nature,Arsenal,10:00
Nature,Arsenal,10:00
Nature,Arsenal,09:00
Nature,Arsenal,13:00
Nature,Arsenal,11:00
Nature,Arsenal,14:00
Nature,Arsenal,10:00
Nature,Arsenal,11:00
Education,Arsenal,11:00
Education,Arsenal,11:00
Education,Arsenal,14:00
Education,Arsenal,13:00
Education,Arsenal,08:00
Education,Arsenal,17:30
Education,Arsenal,09:00
Education,Arsenal,17:00
Education,Arsenal,11:00
Education,Arsenal,17:00
Education,Arsenal,13:00
Education,Arsenal,12:00
Education,Arsenal,08:00
Education,Arsenal,14:00
Education,Arsenal,14:00
Education,Arsenal,09:00
Education,Arsenal,09:00
Education,Arsenal,17:30
Education,Arsenal,11:00
Education,Arsenal,09:00
Education,Arthur Kill Road and Brookfield Avenue,18:00
Education,Arthur Kill Road and Brookfield Avenue,13:00
Education,Arthur Kill Road and Brookfield Avenue,10:00
Arts & Crafts,Ashford Learning Center,10:00
Nature,Ashford Learning Center,10:00
Fitness,Asser Levy Recreation Center,18:30
Nature,Asser Levy Recreation Center,13:00
Fitness,Asser Levy Recreation Center,11:00
Fitness,Asser Levy Recreation Center,11:00
Fitness,Asser Levy Recreation Center,19:00
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,07:00
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,07:30
Fitness,Asser Levy Recreation Center,18:00
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,10:00
Fitness,Asser Levy Recreation Center,09:30
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,13:00
Fitness,Asser Levy Recreation Center,19:00
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,07:30
Fitness,Asser Levy Recreation Center,08:00
Fitness,Asser Levy Recreation Center,10:00
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,19:00
Fitness,Asser Levy Recreation Center,09:00
Fitness,Asser Levy Recreation Center,13:00
Fitness,Asser Levy Recreation Center,19:00
Fitness,Asser Levy Recreation Center,19:00
Arts & Crafts,Asser Levy Recreation Center,10:00
Arts & Crafts,Asser Levy Recreation Center,10:00
Arts & Crafts,Asser Levy Recreation Center,14:00
Art,Asser Levy Recreation Center,09:00
Accessible,Asser Levy Recreation Center,11:00
Accessible,Asser Levy Recreation Center,15:00
Accessible,Asser Levy Recreation Center,10:00
Accessible,Asser Levy Recreation Center,11:00
Accessible,Asser Levy Recreation Center,12:00
Accessible,Asser Levy Recreation Center,10:00
Accessible,Asser Levy Recreation Center,09:00
Accessible,Asser Levy Recreation Center,14:00
Accessible,Asser Levy Recreation Center,10:15
Accessible,Asser Levy Recreation Center,15:00
Accessible,Asser Levy Recreation Center,09:30
Accessible,Asser Levy Recreation Center,20:00
Accessible,Asser Levy Recreation Center,18:30
Accessible,Asser Levy Recreation Center,13:00
Accessible,Asser Levy Recreation Center,19:30
Accessible,Asser Levy Recreation Center,18:00
Accessible,Asser Levy Recreation Center,10:00
Arts & Crafts,Astoria Heights Playground (JHS 10),12:00
Best for Kids,Astoria Heights Playground (JHS 10),11:00
Best for Kids,Astoria Library,10:30
Fitness,Astoria Park Field House,18:30
Fitness,Astoria Park Field House,18:30
Fitness,Astoria Park Field House,09:00
Fitness,Astoria Park Field House,09:00
Fitness,Astoria Park Field House,09:00
Fitness,Astoria Park Field House,19:00
Fitness,Astoria Park Field House,11:00
Fitness,Astoria Park Field House,12:00
Fitness,Astoria Park Field House,09:00
Fitness,Astoria Park Field House,18:30
Fitness,Astoria Park Field House,19:00
Fitness,Astoria Park Field House,09:00
Fitness,Astoria Park Field House,08:00
Fitness,Astoria Park Field House,07:30
